Unnamed: 0,abv,id,name,style,brewery_id,ounces,brew_name,city,state
0,5.0,1436,Pub Beer,American Pale Lager,408,12.0,10 Barrel Brewing Company,Bend, OR
1,6.6000000000000005,2265,Devil's Cup,American Pale Ale (APA),177,12.0,18th Street Brewery,Gary, IN
2,7.1,2264,Rise of the Phoenix,American IPA,177,12.0,18th Street Brewery,Gary, IN
3,9.0,2263,Sinister,American Double / Imperial IPA,177,12.0,18th Street Brewery,Gary, IN
4,7.5,2262,Sex and Candy,American IPA,177,12.0,18th Street Brewery,Gary, IN
5,7.7,2261,Black Exodus,Oatmeal Stout,177,12.0,18th Street Brewery,Gary, IN
6,4.5,2260,Lake Street Express,American Pale Ale (APA),177,12.0,18th Street Brewery,Gary, IN
7,6.5,2259,Foreman,American Porter,177,12.0,18th Street Brewery,Gary, IN
8,5.5,2258,Jade,American Pale Ale (APA),177,12.0,18th Street Brewery,Gary, IN
9,8.6,2131,Cone Crusher,American Double / Imperial IPA,177,12.0,18th Street Brewery,Gary, IN
10,7.199999999999999,2099,Sophomoric Saison,Saison / Farmhouse Ale,177,12.0,18th Street Brewery,Gary, IN
11,7.3,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,177,12.0,18th Street Brewery,Gary, IN
12,6.9,2097,Garce Selé,Saison / Farmhouse Ale,177,12.0,18th Street Brewery,Gary, IN
13,8.5,1980,Troll Destroyer,Belgian IPA,177,12.0,18th Street Brewery,Gary, IN
14,6.1,1979,Bitter Bitch,American Pale Ale (APA),177,12.0,18th Street Brewery,Gary, IN
15,6.0,2318,Ginja Ninja,Cider,154,12.0,2 Towns Ciderhouse,Corvallis, OR
16,6.0,2170,Cherried Away,Cider,154,12.0,2 Towns Ciderhouse,Corvallis, OR
17,6.0,2169,Rhubarbarian,Cider,154,12.0,2 Towns Ciderhouse,Corvallis, OR
18,6.0,1502,BrightCider,Cider,154,12.0,2 Towns Ciderhouse,Corvallis, OR
19,8.19999999999999,1593,He Said Baltic-Style Porter,Baltic Porter,368,12.0,21st Amendment Brewery,San Francisco, CA
20,8.19999999999999,1592,He Said Belgian-Style Tripel,Tripel,368,12.0,21st Amendment Brewery,San Francisco, CA
21,9.9,1036,Lower De Boom,American Barleywine,368,8.4,21st Amendment Brewery,San Francisco, CA
22,7.9,1024,Fireside Chat,Winter Warmer,368,12.0,21st Amendment Brewery,San Francisco, CA
23,7.9,976,Marooned On Hog Island,American Stout,368,12.0,21st Amendment Brewery,San Francisco, CA
24,4.3999999999999995,876,Bitter American,American Pale Ale (APA),368,12.0,21st Amendment Brewery,San Francisco, CA
25,4.9,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0,21st Amendment Brewery,San Francisco, CA
26,4.9,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0,21st Amendment Brewery,San Francisco, CA
27,4.9,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12.0,21st Amendment Brewery,San Francisco, CA
28,7.000000000000001,799,21st Amendment IPA (2006),American IPA,368,12.0,21st Amendment Brewery,San Francisco, CA
29,7.000000000000001,797,Brew Free! or Die IPA (2008),American IPA,368,12.0,21st Amendment Brewery,San Francisco, CA
30,7.000000000000001,796,Brew Free! or Die IPA (2009),American IPA,368,12.0,21st Amendment Brewery,San Francisco, CA
31,8.5,531,Special Edition: Allies Win The War!,English Strong Ale,368,12.0,21st Amendment Brewery,San Francisco, CA
32,9.69999999999999,432,Hop Crisis,American Double / Imperial IPA,368,12.0,21st Amendment Brewery,San Francisco, CA
33,4.3999999999999995,353,Bitter American (2011),American Pale Ale (APA),368,12.0,21st Amendment Brewery,San Francisco, CA
34,7.9,321,Fireside Chat (2010),Winter Warmer,368,12.0,21st Amendment Brewery,San Francisco, CA
35,6.800000000000001,173,Back in Black,American Black Ale,368,12.0,21st Amendment Brewery,San Francisco, CA
36,8.3,11,Monk's Blood,Belgian Dark Ale,368,12.0,21st Amendment Brewery,San Francisco, CA
37,7.000000000000001,10,Brew Free! or Die IPA,American IPA,368,12.0,21st Amendment Brewery,San Francisco, CA
38,4.9,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12.0,21st Amendment Brewery,San Francisco, CA
39,7.000000000000001,2519,Bimini Twist,American IPA,67,12.0,3 Daughters Brewing,St Petersburg, FL
40,5.0,2518,Beach Blonde,American Blonde Ale,67,12.0,3 Daughters Brewing,St Petersburg, FL
41,5.8999999999999995,2517,Rod Bender Red,American Amber / Red Ale,67,12.0,3 Daughters Brewing,St Petersburg, FL
42,3.5000000000000004,2545,Passion Fruit Prussia,Berliner Weissbier,60,12.0,4 Hands Brewing Company,Saint Louis, MO
43,4.5,2544,Send Help,American Blonde Ale,60,12.0,4 Hands Brewing Company,Saint Louis, MO
44,5.5,2324,Cast Iron Oatmeal Brown,American Brown Ale,60,12.0,4 Hands Brewing Company,Saint Louis, MO
45,6.0,2288,Reprise Centennial Red,American Amber / Red Ale,60,12.0,4 Hands Brewing Company,Saint Louis, MO
46,5.5,2287,Alter Ego,American Black Ale,60,12.0,4 Hands Brewing Company,Saint Louis, MO
47,6.5,2286,Divided Sky,American IPA,60,12.0,4 Hands Brewing Company,Saint Louis, MO
48,6.5,2285,Resurrected,American IPA,60,12.0,4 Hands Brewing Company,Saint Louis, MO
49,5.0,1870,Contact High,American Pale Wheat Ale,60,12.0,4 Hands Brewing Company,Saint Louis, MO
50,6.5,2603,Galaxyfest,American IPA,27,16.0,450 North Brewing Company,Columbus, IN
51,5.0,2602,Citrafest,American IPA,27,16.0,450 North Brewing Company,Columbus, IN
52,9.0,2220,Barn Yeti,Belgian Strong Dark Ale,27,16.0,450 North Brewing Company,Columbus, IN
53,6.9,2219,Scarecrow,American IPA,27,16.0,450 North Brewing Company,Columbus, IN
54,9.0,2218,Ironman,English Strong Ale,27,16.0,450 North Brewing Company,Columbus, IN
55,4.6,2217,Honey Kolsch,Kölsch,27,16.0,450 North Brewing Company,Columbus, IN
56,5.2,2216,Copperhead Amber,Belgian Dark Ale,27,16.0,450 North Brewing Company,Columbus, IN
57,5.8999999999999995,972,Rude Parrot IPA,American IPA,481,16.0,7 Seas Brewing Company,Gig Harbor, WA
58,5.4,866,British Pale Ale (2010),English Pale Ale,481,16.0,7 Seas Brewing Company,Gig Harbor, WA
59,5.4,48,British Pale Ale,English Pale Ale,481,16.0,7 Seas Brewing Company,Gig Harbor, WA
60,8.4,47,Ballz Deep Double IPA,American Double / Imperial IPA,481,16.0,7 Seas Brewing Company,Gig Harbor, WA
61,3.8,1583,Wolfman's Berliner,Berliner Weissbier,373,12.0,7venth Sun,Dunedin, FL
62,5.5,1165,Colorado Native,American Amber / Red Lager,462,12.0,AC Golden Brewing Company,Golden, CO
63,5.5,431,Colorado Native (2011),American Amber / Red Lager,462,12.0,AC Golden Brewing Company,Golden, CO
64,6.5,516,Jockamo IPA,American IPA,533,12.0,Abita Brewing Company,Abita Springs, LA
65,4.2,515,Purple Haze,Fruit / Vegetable Beer,533,12.0,Abita Brewing Company,Abita Springs, LA
66,4.5,514,Abita Amber,American Amber / Red Lager,533,12.0,Abita Brewing Company,Abita Springs, LA
67,8.19999999999999,2540,Citra Ass Down,American IPA,62,16.0,Against The Grain Brewery,Louisville, KY
68,5.0,2539,The Brown Note,American Brown Ale,62,16.0,Against The Grain Brewery,Louisville, KY
69,8.0,2686,Citra Ass Down,American Double / Imperial IPA,1,16.0,Against the Grain Brewery,Louisville, KY
70,12.5,2685,London Balling,English Barleywine,1,16.0,Against the Grain Brewery,Louisville, KY
71,7.7,2684,35 K,Milk / Sweet Stout,1,16.0,Against the Grain Brewery,Louisville, KY
72,4.2,2683,A Beer,American Pale Ale (APA),1,16.0,Against the Grain Brewery,Louisville, KY
73,5.0,2682,Rules are Rules,German Pilsener,1,16.0,Against the Grain Brewery,Louisville, KY
74,6.6000000000000005,2681,Flesh Gourd'n,Pumpkin Ale,1,16.0,Against the Grain Brewery,Louisville, KY
75,4.0,2680,Sho'nuff,Belgian Pale Ale,1,16.0,Against the Grain Brewery,Louisville, KY
76,5.5,2679,Bloody Show,American Pilsner,1,16.0,Against the Grain Brewery,Louisville, KY
77,7.6,2678,Rico Sauvin,American Double / Imperial IPA,1,16.0,Against the Grain Brewery,Louisville, KY
78,5.1,2677,Coq de la Marche,Saison / Farmhouse Ale,1,16.0,Against the Grain Brewery,Louisville, KY
79,6.5,2676,Kamen Knuddeln,American Wild Ale,1,16.0,Against the Grain Brewery,Louisville, KY
80,6.0,2675,Pile of Face,American IPA,1,16.0,Against the Grain Brewery,Louisville, KY
81,5.0,2674,The Brown Note,English Brown Ale,1,16.0,Against the Grain Brewery,Louisville, KY
82,5.3,1594,Maylani's Coconut Stout,American Stout,367,16.0,Airways Brewing Company,Kent, WA
83,5.0,1162,Oatmeal PSA,American Pale Ale (APA),367,16.0,Airways Brewing Company,Kent, WA
84,5.2,1137,Pre Flight Pilsner,American Pilsner,367,16.0,Airways Brewing Company,Kent, WA
85,4.0,2403,P-Town Pilsner,American Pilsner,117,12.0,Alameda Brewing,Portland, OR
86,5.3,2402,Klickitat Pale Ale,American Pale Ale (APA),117,12.0,Alameda Brewing,Portland, OR
87,8.19999999999999,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12.0,Alameda Brewing,Portland, OR
88,5.3,1921,Freeride APA,American Pale Ale (APA),270,12.0,Alaskan Brewing Company,Juneau, AK
89,5.3,1920,Alaskan Amber,Altbier,270,12.0,Alaskan Brewing Company,Juneau, AK
90,5.7,2501,Hopalicious,American Pale Ale (APA),73,12.0,Ale Asylum,Madison, WI
91,4.3,1535,Kentucky Kölsch,Kölsch,388,16.0,Alltech's Lexington Brewing Company,Lexington, KY
92,6.5,1149,Kentucky IPA,American IPA,388,16.0,Alltech's Lexington Brewing Company,Lexington, KY
93,5.4,1474,Dusty Trail Pale Ale,American Pale Ale (APA),401,16.0,Amnesia Brewing Company,Washougal, WA
94,6.2,1473,Damnesia,American IPA,401,16.0,Amnesia Brewing Company,Washougal, WA
95,6.2,837,Desolation IPA,American IPA,401,16.0,Amnesia Brewing Company,Washougal, WA
96,5.8999999999999995,2592,Liberty Ale,American IPA,35,12.0,Anchor Brewing Company,San Francisco, CA
97,6.5,2578,IPA,American IPA,35,12.0,Anchor Brewing Company,San Francisco, CA
98,4.5,2577,Summer Wheat,American Pale Wheat Ale,35,12.0,Anchor Brewing Company,San Francisco, CA
99,4.9,2103,California Lager,American Amber / Red Lager,35,12.0,Anchor Brewing Company,San Francisco, CA
100,5.59999999999999,2102,Brotherhood Steam,California Common / Steam Beer,35,12.0,Anchor Brewing Company,San Francisco, CA
101,4.2,2291,Blood Orange Gose,Gose,171,12.0,Anderson Valley Brewing Company,Boonville, CA
102,4.2,1818,Keebarlin' Pale Ale,American Pale Ale (APA),171,12.0,Anderson Valley Brewing Company,Boonville, CA
103,4.8,1738,"the Kimmie, the Yink and the Holy Gose",Gose,171,12.0,Anderson Valley Brewing Company,Boonville, CA
104,6.0,1563,Fall Hornin',Pumpkin Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
105,5.7,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0,Anderson Valley Brewing Company,Boonville, CA
106,5.59999999999999,1350,Summer Solstice,Cream Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
107,7.000000000000001,1327,Hop Ottin' IPA,American IPA,171,12.0,Anderson Valley Brewing Company,Boonville, CA
108,5.79999999999999,1326,Boont Amber Ale,American Amber / Red Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
109,5.7,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0,Anderson Valley Brewing Company,Boonville, CA
110,5.5,1217,El Steinber Dark Lager,Vienna Lager,171,16.0,Anderson Valley Brewing Company,Boonville, CA
111,5.79999999999999,811,Boont Amber Ale (2010),American Amber / Red Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
112,5.59999999999999,753,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
113,5.7,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12.0,Anderson Valley Brewing Company,Boonville, CA
114,6.9,523,Winter Solstice,Winter Warmer,171,12.0,Anderson Valley Brewing Company,Boonville, CA
115,7.000000000000001,367,Hop Ottin' IPA (2011),American IPA,171,12.0,Anderson Valley Brewing Company,Boonville, CA
116,5.79999999999999,78,Boont Amber Ale (2011),American Amber / Red Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
117,5.59999999999999,77,Summer Solstice (2011),Cream Ale,171,12.0,Anderson Valley Brewing Company,Boonville, CA
118,5.5,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12.0,Anderson Valley Brewing Company,Boonville, CA
119,6.0,2337,Charlie's Rye IPA,American IPA,146,16.0,Angry Minnow,Hayward, WI
120,5.4,410,River Pig Pale Ale,American Pale Ale (APA),542,16.0,Angry Minnow Brewing Company,Hayward, WI
121,4.7,409,Oaky's Oatmeal Stout,Oatmeal Stout,542,16.0,Angry Minnow Brewing Company,Hayward, WI
122,5.0,1294,Angry Orchard Apple Ginger,Cider,434,16.0,Angry Orchard Cider Company,Cincinnati, OH
123,5.0,1293,Angry Orchard Crisp Apple,Cider,434,16.0,Angry Orchard Cider Company,Cincinnati, OH
124,5.0,1292,Angry Orchard Crisp Apple,Cider,434,12.0,Angry Orchard Cider Company,Cincinnati, OH
125,6.800000000000001,2207,Golden One,Belgian Pale Ale,193,12.0,Anthem Brewing Company,Oklahoma City, OK
126,6.0,2040,Arjuna,Witbier,193,12.0,Anthem Brewing Company,Oklahoma City, OK
127,8.5,2039,Uroboros,American Stout,193,12.0,Anthem Brewing Company,Oklahoma City, OK
128,7.1,2511,Long Leaf,American IPA,69,16.0,Appalachian Mountain Brewery,Boone, NC
129,4.7,2510,Honey Badger Blonde,American Blonde Ale,69,16.0,Appalachian Mountain Brewery,Boone, NC
130,6.0,2509,Porter (a/k/a Black Gold Porter),American Porter,69,16.0,Appalachian Mountain Brewery,Boone, NC
131,6.0,413,Sky High Rye,American Pale Ale (APA),541,12.0,Arcadia Brewing Company,Battle Creek, MI
132,6.2,390,Whitsun,American Pale Wheat Ale,541,12.0,Arcadia Brewing Company,Battle Creek, MI
133,5.2,735,On-On Ale (2008),American Pale Ale (APA),513,12.0,Arctic Craft Brewery,Colorado Springs, CO
134,9.2,1333,Quakertown Stout,American Double / Imperial Stout,426,12.0,Armadillo Ale Works,Denton, TX
135,5.1,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12.0,Armadillo Ale Works,Denton, TX
136,5.2,1172,Mo's Gose,Gose,461,16.0,Armstrong Brewing Company,South San Francisco, CA
137,7.000000000000001,1322,Green Bullet Organic India Pale Ale,American IPA,429,16.0,Asher Brewing Company,Boulder, CO
138,3.2,550,Rocket Girl,Kölsch,528,12.0,Asheville Brewing Company,Asheville, NC
139,5.3,429,Ninja Porter,American Porter,528,12.0,Asheville Brewing Company,Asheville, NC
140,6.0,428,Shiva IPA,American IPA,528,12.0,Asheville Brewing Company,Asheville, NC
141,4.8,1640,Aslan Kölsch,Kölsch,353,16.0,Aslan Brewing Company,Bellingham, WA
142,7.7,1639,Aslan IPA,American IPA,353,16.0,Aslan Brewing Company,Bellingham, WA
143,7.7,1638,Aslan Amber,American Amber / Red Ale,353,16.0,Aslan Brewing Company,Bellingham, WA
144,5.59999999999999,597,This Season's Blonde,American Blonde Ale,523,12.0,Aspen Brewing Company,Aspen, CO
145,7.000000000000001,596,Independence Pass Ale,American IPA,523,12.0,Aspen Brewing Company,Aspen, CO
146,5.7,1580,Trolley Stop Stout,American Stout,374,12.0,Astoria Brewing Company,Astoria, OR
147,8.19999999999999,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12.0,Astoria Brewing Company,Astoria, OR
148,6.2,979,Poop Deck Porter,American Porter,374,12.0,Astoria Brewing Company,Astoria, OR
149,6.0,978,Old Red Beard Amber Ale,American Amber / Red Ale,374,12.0,Astoria Brewing Company,Astoria, OR
150,7.5,2503,Hop A-Peel,American Double / Imperial IPA,72,16.0,Atwater Brewery,Detroit, MI
151,5.5,2502,Vanilla Java Porter,American Porter,72,16.0,Atwater Brewery,Detroit, MI
152,5.2,2495,Michelada,Fruit / Vegetable Beer,72,16.0,Atwater Brewery,Detroit, MI
153,4.5,534,Dirty Blonde Ale,American Blonde Ale,72,12.0,Atwater Brewery,Detroit, MI
154,5.0,528,Grand Circus IPA,American IPA,72,12.0,Atwater Brewery,Detroit, MI
155,5.0,527,Atwater's Lager,Munich Helles Lager,72,12.0,Atwater Brewery,Detroit, MI
156,7.000000000000001,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,16.0,Austin Beerworks,Austin, TX
157,6.2,343,Fire Eagle IPA,American IPA,413,12.0,Austin Beerworks,Austin, TX
158,5.1,342,Peacemaker,American Pale Ale (APA),413,12.0,Austin Beerworks,Austin, TX
159,5.3,341,Pearl-Snap,German Pilsener,413,12.0,Austin Beerworks,Austin, TX
160,5.2,340,Black Thunder,Schwarzbier,413,12.0,Austin Beerworks,Austin, TX
161,8.0,2589,Raja,American Double / Imperial IPA,37,12.0,Avery Brewing Company,Boulder, CO
162,6.4,2546,Perzik Saison,Saison / Farmhouse Ale,37,12.0,Avery Brewing Company,Boulder, CO
163,4.7,146,Avery Joe’s Premium American Pilsner,German Pilsener,37,12.0,Avery Brewing Company,Boulder, CO
164,5.59999999999999,108,White Rascal,Witbier,37,12.0,Avery Brewing Company,Boulder, CO
165,6.3,107,Avery India Pale Ale,American IPA,37,12.0,Avery Brewing Company,Boulder, CO
166,5.5,106,Ellie’s Brown Ale,American Brown Ale,37,12.0,Avery Brewing Company,Boulder, CO
167,6.2,1620,Pumpkin Beast,Pumpkin Ale,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
168,7.199999999999999,1579,OktoberBeast,Märzen / Oktoberfest,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
169,4.8,1228,Mad Beach,American Pale Wheat Ale,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
170,6.7,705,Hog Wild India Pale Ale,American IPA,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
171,9.2,704,Devils Tramping Ground Tripel,Tripel,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
172,6.1,702,Hot Rod Red,American Amber / Red Ale,360,12.0,Aviator Brewing Company,Fuquay-Varina, NC
173,8.6,2058,Palate Mallet,American Double / Imperial IPA,235,12.0,Back East Brewing Company,Bloomfield, CT
174,6.0,1483,Back East Porter,American Porter,235,12.0,Back East Brewing Company,Bloomfield, CT
175,4.9,1426,Back East Golden Ale,American Blonde Ale,235,12.0,Back East Brewing Company,Bloomfield, CT
176,7.000000000000001,1132,Misty Mountain IPA,American IPA,235,12.0,Back East Brewing Company,Bloomfield, CT
177,5.0,1131,Back East Ale,American Amber / Red Ale,235,12.0,Back East Brewing Company,Bloomfield, CT
178,6.0,1876,Truck Stop Honey Brown Ale,English Brown Ale,286,12.0,Back Forty Beer Company,Gadsden, AL
179,6.0,1875,Naked Pig Pale Ale,American Pale Ale (APA),286,12.0,Back Forty Beer Company,Gadsden, AL
180,6.800000000000001,966,Topcutter India Pale Ale,American IPA,483,12.0,Bale Breaker Brewing Company,Yakima, WA
181,4.3999999999999995,965,Field 41 Pale Ale,American Pale Ale (APA),483,12.0,Bale Breaker Brewing Company,Yakima, WA
182,7.000000000000001,2593,Grapefruit Sculpin,American IPA,34,12.0,Ballast Point Brewing Company,San Diego, CA
183,3.8,2105,Even Keel,American IPA,34,12.0,Ballast Point Brewing Company,San Diego, CA
184,5.2,1401,Ballast Point Pale Ale,Kölsch,34,12.0,Ballast Point Brewing Company,San Diego, CA
185,7.000000000000001,1400,Big Eye India Pale Ale,American IPA,34,12.0,Ballast Point Brewing Company,San Diego, CA
186,4.6,1019,Longfin Lager,Munich Helles Lager,34,12.0,Ballast Point Brewing Company,San Diego, CA
187,7.000000000000001,1018,Sculpin IPA,American IPA,34,12.0,Ballast Point Brewing Company,San Diego, CA
188,4.5,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,12.0,Banner Beer Company,Williamsburg, MA
189,4.5,1644,Banner American Rye,Rye Beer,318,12.0,Banner Beer Company,Williamsburg, MA
190,3.5000000000000004,1643,Banner American Ale,American Amber / Red Ale,318,12.0,Banner Beer Company,Williamsburg, MA
191,7.000000000000001,2618,Thai.p.a,American IPA,20,16.0,Bare Hands Brewery,Granger, IN
192,6.0,2005,Barrio Blanco,American IPA,251,12.0,Barrio Brewing Company,Tucson, AZ
193,4.5,1343,Barrio Tucson Blonde,American Blonde Ale,251,12.0,Barrio Brewing Company,Tucson, AZ
194,4.9,2404,Hop in the ‘Pool Helles,American Pilsner,116,12.0,Base Camp Brewing Co.,Portland, OR
195,6.7,2323,Ultra Gnar Gnar IPA,American IPA,116,12.0,Base Camp Brewing Co.,Portland, OR
196,6.800000000000001,2189,In-Tents India Pale Lager,American Pale Lager,116,12.0,Base Camp Brewing Co.,Portland, OR
197,5.0,2188,Lost Meridian Wit,Witbier,116,12.0,Base Camp Brewing Co.,Portland, OR
198,5.1,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12.0,Base Camp Brewing Co.,Portland, OR
199,5.4,1966,Wagon Party,California Common / Steam Beer,258,12.0,Bauhaus Brew Labs,Minneapolis, MN
200,6.7,1965,Sky-Five,American IPA,258,12.0,Bauhaus Brew Labs,Minneapolis, MN
201,5.0,1964,Stargrazer,Schwarzbier,258,12.0,Bauhaus Brew Labs,Minneapolis, MN
202,5.4,1963,Wonderstuff,German Pilsener,258,12.0,Bauhaus Brew Labs,Minneapolis, MN
203,5.3,1855,Tarnation California-Style Lager,California Common / Steam Beer,292,12.0,Baxter Brewing Company,Lewiston, ME
204,7.000000000000001,1778,On the Count of 3 (2015),Hefeweizen,292,16.0,Baxter Brewing Company,Lewiston, ME
205,4.7,1209,Summer Swelter,American Pale Wheat Ale,292,12.0,Baxter Brewing Company,Lewiston, ME
206,6.800000000000001,954,Phantom Punch Winter Stout,Foreign / Export Stout,292,12.0,Baxter Brewing Company,Lewiston, ME
207,6.6000000000000005,910,Hayride Autumn Ale,Rye Beer,292,12.0,Baxter Brewing Company,Lewiston, ME
208,4.7,707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,12.0,Baxter Brewing Company,Lewiston, ME
209,5.5,533,Amber Road,American Amber / Red Ale,292,12.0,Baxter Brewing Company,Lewiston, ME
210,4.9,183,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12.0,Baxter Brewing Company,Lewiston, ME
211,6.9,182,Stowaway IPA,American IPA,292,12.0,Baxter Brewing Company,Lewiston, ME
212,8.799999999999999,1806,Hoptopus Double IPA,American Double / Imperial IPA,306,16.0,Beach Brewing Company,Virginia Beach, VA
213,5.0,2435,Watermelon Ale,Fruit / Vegetable Beer,103,12.0,Beer Works Brewery,Lowell, MA
214,5.79999999999999,2423,Fenway American Pale Ale,American Pale Ale (APA),103,12.0,Beer Works Brewery,Lowell, MA
215,6.800000000000001,2420,Back Bay IPA,American IPA,103,12.0,Beer Works Brewery,Lowell, MA
216,4.8,2419,Bunker Hill Blueberry Ale ,Other,103,12.0,Beer Works Brewery,Lowell, MA
217,5.79999999999999,2494,Oberon,American Pale Wheat Ale,76,12.0,Bell's Brewery,Kalamazoo, MI
218,6.0,2325,Smitten,Rye Beer,76,16.0,Bell's Brewery,Kalamazoo, MI
219,5.0,2022,Winter White,Witbier,76,16.0,Bell's Brewery,Kalamazoo, MI
220,5.79999999999999,1989,Oberon,American Pale Wheat Ale,76,16.0,Bell's Brewery,Kalamazoo, MI
221,7.000000000000001,1988,Two Hearted,American IPA,76,16.0,Bell's Brewery,Kalamazoo, MI
222,5.79999999999999,1955,Best Brown,American Brown Ale,76,16.0,Bell's Brewery,Kalamazoo, MI
223,4.3999999999999995,2558,Moar,English India Pale Ale (IPA),53,12.0,Bent Brewstillery,Roseville, MN
224,8.3,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,16.0,Bent Brewstillery,Roseville, MN
225,5.7,2556,Nordic Blonde,American Blonde Ale,53,12.0,Bent Brewstillery,Roseville, MN
226,6.0,2496,Cold Press,American Black Ale,75,12.0,Bent Paddle Brewing Company,Duluth, MN
227,7.199999999999999,2410,Harness the Winter,American IPA,75,12.0,Bent Paddle Brewing Company,Duluth, MN
228,5.59999999999999,1902,14° ESB ,Extra Special / Strong Bitter (ESB),75,12.0,Bent Paddle Brewing Company,Duluth, MN
229,6.2,1901,Bent Hop Golden IPA,American IPA,75,12.0,Bent Paddle Brewing Company,Duluth, MN
230,6.0,1261,Bent Paddle Black Ale,American Black Ale,75,12.0,Bent Paddle Brewing Company,Duluth, MN
231,5.0,1253,Venture Pils,German Pilsener,75,12.0,Bent Paddle Brewing Company,Duluth, MN
232,5.5,1900,Lost Sailor IPA,English India Pale Ale (IPA),278,12.0,Berkshire Brewing Company,South Deerfield, MA
233,5.3,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12.0,Berkshire Brewing Company,South Deerfield, MA
234,7.8,1158,La Frontera Premium IPA,American IPA,463,12.0,Big Bend Brewing Company,Alpine, TX
235,4.7,1157,Tejas Lager,Czech Pilsener,463,12.0,Big Bend Brewing Company,Alpine, TX
236,6.4,1156,Number 22 Porter,American Porter,463,12.0,Big Bend Brewing Company,Alpine, TX
237,5.59999999999999,1155,Big Bend Hefeweizen,Hefeweizen,463,12.0,Big Bend Brewing Company,Alpine, TX
238,6.0,1154,Terlingua Gold,American Blonde Ale,463,12.0,Big Bend Brewing Company,Alpine, TX
239,8.1,2104,Aprè Shred,American Strong Ale,220,16.0,Big Choice Brewing,Broomfield, CO
240,9.5,1762,Hemlock Double IPA,American Double / Imperial IPA,220,12.0,Big Choice Brewing,Broomfield, CO
241,4.09999999999999,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,16.0,Big Choice Brewing,Broomfield, CO
242,6.7,1067,Disconnected Red,American Amber / Red Ale,220,16.0,Big Choice Brewing,Broomfield, CO
243,7.000000000000001,1003,Big Elm IPA,American IPA,477,12.0,Big Elm Brewing,Sheffield, MA
244,6.5,1002,Gerry Dog Stout,American Stout,477,12.0,Big Elm Brewing,Sheffield, MA
245,6.0,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,477,12.0,Big Elm Brewing,Sheffield, MA
246,8.0,2639,Dark Star,American Stout,8,16.0,Big Lake Brewing,Holland, MI
247,6.2,2469,Ryecoe,American IPA,8,16.0,Big Lake Brewing,Holland, MI
248,6.0,2586,Blueberry Blonde,Fruit / Vegetable Beer,40,12.0,Big Muddy Brewing,Murphysboro, IL
249,7.5,2585,Galaxy IPA,American IPA,40,16.0,Big Muddy Brewing,Murphysboro, IL
250,5.0,643,Big River Pilsner,Czech Pilsener,519,12.0,Big River Brewing Company,Chattanooga, TN
251,6.0,632,House Brand IPA,American IPA,519,12.0,Big River Brewing Company,Chattanooga, TN
252,6.2,1714,Big Sky IPA,American IPA,336,12.0,Big Sky Brewing Company,Missoula, MT
253,5.0,1713,Scape Goat Pale Ale,English Pale Ale,336,12.0,Big Sky Brewing Company,Missoula, MT
254,5.0,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12.0,Big Sky Brewing Company,Missoula, MT
255,5.1,1711,Moose Drool Brown Ale,American Brown Ale,336,12.0,Big Sky Brewing Company,Missoula, MT
256,7.199999999999999,1456,Powder Hound Winter Ale,English Strong Ale,336,12.0,Big Sky Brewing Company,Missoula, MT
